,Property ID,Locality data,Price,Property type,Property subtype,Type of sale,Number of bedrooms,Living area m²,Equipped kitchen,Furnished,Open fire,Terrace surface m²,Garden area m²,Number of facades,Swimming pool,Building condition
595, 20213358,9120,425000,house,house,None,4,206,1,0,1,20,170,2,0,Just renovated
596, 20211042,2950,445000,house,house,None,3,150,1,0,1,None,120,None,0,Good
597, 20211961,9051,475000,house,house,None,3,164,0,0,1,None,130,3,0,Good
598, 20211799,9960,715000,house,house,None,5,374,1,0,1,None,None,4,0,Good
599, 20211945,1420,890000,house,villa,None,3,300,0,0,1,53,1500,4,0,Good
600, 20210234,2930,1980000,house,house,None,5,689,1,0,1,None,3149,None,1,Good
601, 20222162,8200,369000,house,house,None,3,157,0,0,1,None,None,None,0,Good
602, 20225694,9860,469000,house,house,None,4,215,1,0,1,None,None,4,0,Good
603, 20222198,3500,2150000,house,villa,None,5,427,0,0,1,None,None,4,0,As new
604, 20236570,9300,385000,house,house,None,5,180,0,0,1,16,285,2,0,Good
605, 20240589,9080,449000,house,villa,None,4,240,0,0,1,None,450,4,0,To renovate
606, 20235812,8000,320000,house,house,None,2,73,0,0,1,None,None,None,0,Good
607, 20237060,6542,325000,house,house,None,3,165,1,0,1,None,None,4,0,As new
608, 20236926,1650,348000,house,house,None,3,130,0,0,1,10,35,3,0,To be done up
609, 20236927,1654,348000,house,house,None,3,130,0,0,1,10,35,3,0,To be done up
610, 20235967,9940,485000,house,house,None,3,161,0,0,1,None,None,None,0,None
611, 20237874,9920,510000,house,house,None,4,248,0,0,1,None,None,4,0,As new
612, 20236515,9992,849000,house,house,None,4,400,0,0,1,None,None,2,0,As new
613, 20216172,1120,379000,house,house,None,3,160,1,0,1,None,40,2,0,To be done up
614, 20214979,4120,449000,house,villa,None,3,260,1,0,1,20,1330,4,0,To be done up
615, 20215087,9690,595000,house,manor-house,None,3,235,1,0,1,None,None,4,1,Good
616, 20214460,8301,945000,house,villa,None,4,353,1,0,1,219,219,None,0,Just renovated
617, 20214988,9270,995000,house,house,None,5,425,1,0,1,None,None,4,0,To be done up
618, 20167079,4683,299000,house,bungalow,None,3,104,1,0,1,20,100,4,0,Good
619, 20227288,2620,195000,house,house,None,2,98,0,0,1,30,None,4,0,To be done up
620, 20229249,5630,220000,house,villa,None,2,105,0,0,1,75,None,4,0,Good
621, 20229165,9052,318000,house,house,None,3,100,1,0,1,None,None,3,0,To be done up
622, 20229919,9220,385000,house,house,None,3,175,1,0,1,None,None,None,0,Good
623, 20228118,1000,5459000,house,apartment-block,None,12,712,0,1,1,None,70,2,0,As new
624, 20223132,8930,95000,house,house,None,2,100,0,0,1,None,60,2,0,Good
625, 20223100,8500,189000,house,house,None,4,68,1,0,1,1,None,2,0,Good
626, 20223040,5030,285000,house,house,None,3,187,0,0,1,None,1080,4,0,To renovate
627, 20221016,3740,299000,house,house,None,3,223,1,0,1,None,None,None,0,Good
628, 20224388,2801,379000,house,house,None,3,163,0,0,1,None,None,3,0,To be done up
629, 20222720,1150,430000,house,house,None,3,119,0,0,1,None,None,2,0,To renovate
630, 20222149,1700,875000,house,villa,None,5,340,0,0,1,35,8250,4,0,Just renovated
631, 20223077,8870,1200000,house,mansion,None,4,498,1,0,1,50,120,2,0,Just renovated
632, 20234170,4000,249000,house,house,None,3,145,1,0,1,None,129,2,0,Good
633, 20233487,2020,289000,house,house,None,6,192,1,0,1,None,91,2,0,To renovate
634, 20234103,1700,339000,house,house,None,3,151,1,0,1,28,None,3,0,Good
635, 20236075,9200,429000,house,bungalow,None,3,174,1,0,1,None,None,None,0,Just renovated
636, 20232709,8300,2350000,house,villa,None,5,263,0,0,1,None,None,None,0,As new
637, 20209891,9340,219000,house,house,None,1,100,1,0,1,None,328,2,0,Good
638, 20212201,6180,350000,house,house,None,4,168,0,0,1,None,200,3,0,Good
639, 20212197,7180,350000,house,house,None,4,168,0,0,1,None,200,3,0,Good
640, 20214186,1640,399000,house,house,None,3,150,1,0,1,10,271,3,0,Good
641, 20235999,3520,398413,house,house,None,3,163,1,0,1,None,405,None,0,Good
642, 20241791,9990,299000,house,house,None,3,102,0,0,1,None,None,4,0,To be done up
643, 20238319,9690,315000,house,house,None,3,184,1,0,1,None,745,None,0,None
644, 20236490,3800,329000,house,house,None,3,218,0,0,1,None,None,None,0,None
645, 20240461,8870,349000,house,house,None,3,136,0,0,1,None,194,3,0,None
646, 20239985,8501,432700,house,house,None,3,173,0,0,1,None,None,None,0,Good
647, 20241363,4160,445000,house,house,None,3,170,1,0,1,90,1913,4,0,As new
648, 20240767,1731,499000,house,house,None,3,170,0,0,1,3,160,3,0,None
649, 20232032,6792,550000,house,house,None,3,150,0,0,1,None,None,None,0,Just renovated
650, 20241808,1790,589000,house,villa,None,4,260,0,0,1,19,400,4,0,As new
651, 20240743,2340,675000,house,house,None,5,336,1,0,1,None,1200,4,0,As new
652, 20225254,8400,278000,house,house,None,3,138,0,0,1,55,None,None,0,Good
653, 20225416,9260,299000,house,house,None,2,136,1,0,1,30,96,2,0,None
654, 20224793,9750,339000,house,house,None,3,154,0,0,1,None,None,None,0,Good
655, 20225115,8770,375000,house,house,None,3,180,1,0,1,None,None,None,0,Good
656, 20223252,9050,389000,house,house,None,3,119,0,0,1,None,None,2,0,Good
657, 20226320,8790,479000,house,villa,None,3,175,1,0,1,None,None,4,0,Good
658, 20226202,1435,550000,house,bungalow,None,2,195,0,0,1,None,None,4,0,Good
659, 20224790,9810,572500,house,villa,None,4,252,0,0,1,None,None,None,0,Good
660, 20223074,8550,299000,house,house,None,3,159,0,0,1,20,500,None,0,To renovate
661, 20234186,4540,330000,house,house,None,4,135,0,0,1,18,100,3,0,As new
662, 20235649,9310,239000,house,house,None,1,100,0,0,1,42,None,None,0,None
663, 20235760,9032,447000,house,house,None,4,217,0,0,1,None,255,None,0,None
664, 20235945,8500,469000,house,house,None,4,206,0,0,1,None,None,None,0,Just renovated
665, 20238127,8310,525000,house,house,None,3,205,0,0,1,None,100,2,0,As new
666, 20214973,4600,150000,house,house,None,3,161,0,0,1,None,518,4,0,To renovate
667, 20214991,9260,169000,house,house,None,3,122,0,0,1,None,93,2,0,To be done up
668, 20214415,8780,249000,house,house,None,3,106,1,1,1,None,None,None,0,Good
669, 20214414,8780,249000,house,house,None,3,106,1,1,1,None,None,None,0,Good
670, 20214585,9630,270000,house,house,None,3,128,1,0,1,None,None,None,0,To renovate
671, 20215159,8500,292500,house,house,None,3,150,1,0,1,None,None,2,0,Good
672, 20215300,3040,425000,house,house,None,3,135,1,0,1,None,900,4,0,To be done up
673, 20217617,2060,679000,house,apartment-block,None,4,240,1,0,1,None,None,3,0,As new
674, 20228837,4520,299500,house,house,None,3,160,0,0,1,50,234,4,0,None
675, 20227252,4500,385000,house,house,None,4,155,0,0,1,48,512,3,0,None
676, 20228309,9880,399000,house,house,None,4,234,1,0,1,None,None,4,0,Good
677, 20226997,2200,475000,house,house,None,6,433,0,0,1,18,586,None,0,Good
678, 20228596,1500,795000,house,apartment-block,None,4,150,1,0,1,6,None,3,0,Just renovated
679, 20238685,9280,395000,house,house,None,3,128,0,0,1,None,None,3,0,As new
680, 20240489,9570,398175,house,house,None,3,207,1,0,1,24,None,2,0,As new
681, 20240490,9570,398175,house,house,None,3,207,1,0,1,24,None,2,0,As new
682, 20229856,8730,358000,house,house,None,4,256,0,0,1,None,None,None,0,Good
683, 20231180,5537,385000,house,house,None,4,267,0,1,1,12,None,3,0,As new
684, 20229691,8780,429000,house,house,None,None,163,1,0,1,None,None,None,0,Just renovated
685, 20231148,2100,449000,house,mansion,None,6,210,1,0,1,None,36,2,0,As new
686, 20231513,4000,495000,house,apartment-block,None,5,366,1,0,1,None,55,2,0,None
687, 20232385,1850,595000,house,villa,None,6,297,1,0,1,None,None,4,0,Good
688, 20231717,1880,599000,house,house,None,2,230,0,0,1,None,None,None,0,To renovate
689, 20229883,9990,599500,house,house,None,4,200,1,0,1,None,None,None,0,As new
690, 20230044,9090,686000,house,house,None,3,224,1,0,1,None,None,None,0,Just renovated
691, 20227443,8420,995000,house,villa,None,4,568,0,0,1,None,None,None,0,Good
692, 20210810,9320,285000,house,house,None,3,131,0,0,1,None,None,3,0,To renovate
693, 20220834,6890,299000,house,house,None,3,212,1,0,1,None,365,3,0,As new
694, 20224874,8510,335000,house,house,None,3,176,1,0,1,None,None,None,0,Good
695, 20224883,8770,335000,house,house,None,3,140,1,0,1,None,None,None,0,Good
696, 20226296,1330,350000,house,house,None,3,173,0,0,1,40,None,3,0,To be done up
697, 20225652,2060,359000,house,house,None,4,167,0,0,1,None,14,2,0,Good
698, 20225931,9688,835000,house,house,None,2,211,1,0,1,None,None,4,0,Just renovated
699, 20226059,2300,1099000,house,villa,None,4,532,0,0,1,None,None,4,0,As new
700, 20237241,5575,199000,house,house,None,3,107,1,0,1,None,1160,3,0,Good
701, 20237353,2140,239000,house,house,None,4,162,1,0,1,None,None,2,0,Good
702, 20237354,2140,239000,house,house,None,4,162,1,0,1,None,None,2,0,Good
703, 20234512,1450,275000,house,house,None,6,302,0,0,1,36,151,4,0,To renovate
704, 20237611,1390,415000,house,house,None,3,170,1,0,1,None,525,4,0,None
705, 20236846,8790,498000,house,villa,None,3,150,1,0,1,None,None,4,0,None
706, 20235982,9000,498000,house,house,None,3,204,0,0,1,None,55,None,0,None
707, 20235981,9040,498000,house,house,None,3,204,0,0,1,None,55,None,0,None
708, 20239735,1860,797000,house,house,None,4,401,0,0,1,30,727,4,0,As new
709, 20215359,1160,625000,house,house,None,3,176,0,0,1,34,155,2,0,As new
710, 20227017,4350,210000,house,house,None,4,135,0,0,1,None,730,2,0,To renovate
711, 20228551,1570,285000,house,house,None,3,162,1,0,1,None,None,None,0,To be done up
712, 20225960,8301,350000,house,house,None,3,113,0,0,1,None,None,2,0,Good
713, 20226497,9630,369000,house,house,None,4,195,0,0,1,None,None,None,0,To renovate
714, 20226496,9550,379000,house,house,None,3,140,0,0,1,27,None,None,0,Good
715, 20226491,8700,399000,house,house,None,4,154,1,0,1,None,None,None,0,Just renovated
716, 20226414,1150,625000,house,house,None,2,144,1,0,1,14,60,3,0,Good
717, 20236248,9230,447000,house,house,None,4,158,0,0,1,12,51,3,0,As new
718, 20241770,4020,229000,house,house,None,2,52,1,0,1,None,None,2,0,As new
719, 20238175,4020,360000,house,apartment-block,None,6,145,1,0,1,None,40,2,0,To be done up
720, 20241192,9520,565000,house,house,None,4,270,1,0,1,None,None,4,0,Good
721, 20240196,9700,1150000,house,apartment-block,None,8,625,0,0,1,None,None,None,0,None
722, 20214974,4681,135000,house,house,None,2,60,0,0,1,4,40,2,0,To be done up
723, 20217954,3700,175000,house,house,None,2,89,1,0,1,39,None,None,0,Good
724, 20218667,4400,260000,house,house,None,3,245,1,1,1,18,300,2,0,As new
725, 20220815,2100,318000,house,house,None,2,138,1,0,1,17,33,None,0,None
726, 20221176,9130,359000,house,house,None,3,196,1,0,1,None,160,None,0,Good
727, 20219618,2630,548000,house,villa,None,2,100,1,0,1,None,None,4,0,Good
728, 20218207,9940,720000,house,house,None,5,360,0,0,1,None,None,None,0,To renovate
729, 20227236,9230,465000,house,house,None,3,146,0,0,1,None,170,3,0,As new
730, 20229838,8791,249000,house,house,None,3,236,0,0,1,None,None,None,0,To be done up
731, 20231306,2590,314000,house,house,None,5,207,0,0,1,None,None,3,0,To renovate
732, 20229870,9000,315000,house,house,None,2,116,1,0,1,None,None,None,0,Good
733, 20232491,8560,329000,house,house,None,4,169,0,0,1,None,None,None,0,Just renovated
734, 20228443,8520,370000,house,villa,None,4,259,0,0,1,None,None,None,0,Good
735, 20229854,8020,435000,house,house,None,3,140,1,0,1,None,None,None,0,Good
736, 20230046,9000,435000,house,house,None,2,140,0,0,1,None,None,None,0,Good
737, 20229222,2500,670000,house,house,None,6,446,1,0,1,None,None,2,1,Good
738, 20228458,9230,849000,house,villa,None,4,327,0,0,1,None,None,4,0,Good
739, 20228920,3000,1295000,house,apartment-block,None,4,330,0,0,1,None,None,None,0,As new
740, 20209626,9041,425000,house,house,None,4,194,0,0,1,20,361,4,0,To be done up
741, 20211683,9800,695000,house,villa,None,3,385,0,0,1,124,1105,4,1,Good
742, 20210123,9230,249000,house,bungalow,None,2,110,0,0,1,20,None,4,0,To renovate
743, 20211058,9080,369000,house,house,None,3,125,1,0,1,None,None,None,0,To renovate
744, 20211172,9032,395000,house,house,None,2,146,1,0,1,None,None,None,0,Just renovated
745, 20212283,1180,465000,house,town-house,None,3,140,0,0,1,20,None,2,0,As new
746, 20212915,1640,1299000,house,house,None,4,530,0,0,1,150,11000,4,1,None
747, 20223881,9660,465000,house,house,None,3,194,0,0,1,None,None,3,0,As new
748, 20226647,6700,672000,house,house,None,6,330,1,0,1,None,None,4,0,Good
749, 20207606,2800,410000,house,house,None,3,152,1,0,1,35,None,2,0,Just renovated
750, 20236902,5600,259000,house,house,None,3,126,1,0,1,None,None,4,0,As new
751, 20237733,1357,335000,house,house,None,3,163,1,0,1,None,None,4,0,As new
752, 20237971,6120,344950,house,house,None,3,157,1,0,1,None,None,4,0,As new
753, 20237938,6120,369950,house,house,None,3,165,1,0,1,None,None,4,0,As new
754, 20241002,4020,219000,house,house,None,3,100,1,0,1,12,197,2,0,Just renovated
755, 20239201,7500,325000,house,house,None,4,211,1,0,1,15,100,2,0,Just renovated
756, 20236536,1880,490000,house,villa,None,5,215,0,0,1,None,None,4,0,As new
757, 20240964,4400,490000,house,house,None,3,155,0,0,1,22,1,4,0,As new
758, 20240226,8870,759000,house,house,None,3,202,0,0,1,None,None,None,0,None
759, 20239120,3080,785000,house,apartment-block,None,5,244,0,0,1,None,None,3,0,None
760, 20238153,1970,925000,house,villa,None,4,420,0,0,1,1,600,4,0,Good
761, 20214739,9700,569000,house,apartment-block,None,3,265,0,0,1,None,None,None,0,Just renovated
762, 20216153,3500,799000,house,mansion,None,4,352,1,0,1,None,None,2,0,Good
763, 20215052,8540,799500,house,villa,None,3,400,1,0,1,None,None,4,0,Good
764, 20214328,8300,1495000,house,house,None,4,234,0,0,1,None,None,2,0,Good
765, 20227566,1602,199000,house,house,None,3,130,0,0,1,None,None,2,0,To renovate
766, 20229252,5660,220000,house,house,None,2,212,0,0,1,20,None,4,0,None
767, 20227251,4041,359000,house,house,None,4,198,0,0,1,None,None,4,0,None
768, 20180316,9230,740000,house,house,None,4,252,0,0,1,40,1292,4,0,To be done up
769, 20222182,4100,95000,house,house,None,1,50,0,0,1,None,None,2,0,Good
770, 20223105,8500,155000,house,house,None,3,130,0,0,1,5,None,2,0,To be done up
771, 20223062,8560,185000,house,house,None,3,100,0,0,1,None,544,3,0,To renovate
772, 20223096,8530,269000,house,house,None,3,155,0,0,1,15,None,2,0,Just renovated
773, 20221692,9400,285000,house,house,None,3,125,1,0,1,15,50,2,0,Just renovated
774, 20221151,8700,399000,house,house,None,4,154,1,0,1,None,None,None,0,Just renovated
775, 20219661,8920,415000,house,house,None,4,237,1,1,1,None,None,None,0,Good
776, 20222518,2328,639000,house,house,None,4,265,1,0,1,None,None,4,1,As new
777, 20221420,1160,995000,house,house,None,5,265,0,0,1,None,500,3,0,To be done up
778, 20192082,1050,795000,house,house,None,2,173,0,0,1,15,None,2,0,As new
779, 20143778,9000,1100000,house,house,None,3,400,1,0,1,10,70,4,0,Good
780, 20229874,8400,339000,house,house,None,4,165,1,0,1,None,None,None,0,Good
781, 20228106,8300,2495000,house,house,None,5,312,0,0,1,None,None,4,1,Good
782, 20231883,4420,95000,house,house,None,2,96,0,0,1,None,None,2,0,None
783, 20231881,4420,99000,house,house,None,2,106,0,0,1,None,None,3,0,None
784, 20233092,7170,165000,house,house,None,3,197,0,0,1,None,None,3,0,To renovate
785, 20231858,3300,210000,house,house,None,3,185,0,0,1,None,30,2,0,To renovate
786, 20235603,8820,249900,house,house,None,3,139,0,0,1,11,16,3,0,Good
787, 20232627,9950,418000,house,house,None,4,206,0,0,1,None,None,None,0,Good
788, 20212241,4000,249900,house,apartment-block,None,5,402,1,0,1,None,60,2,0,To renovate
789, 20211742,2650,265000,house,house,None,4,187,0,0,1,15,None,3,0,To renovate
790, 20212167,1750,359000,house,house,None,3,144,0,0,1,None,None,2,0,To renovate
791, 20214188,1640,365000,house,house,None,2,130,1,0,1,20,250,2,0,Good
792, 20214758,8420,449000,house,house,None,3,115,0,0,1,None,None,None,0,To renovate
793, 20214651,6870,570000,house,villa,None,6,263,1,0,1,20,None,4,0,As new
794, 20212914,1420,1299000,house,house,None,4,530,0,0,1,150,11000,4,1,None
795, 20210700,9280,1400000,house,house,None,7,782,0,0,1,None,2450,2,0,To renovate
796, 20211342,9820,2247000,house,villa,None,4,485,0,0,1,None,None,None,1,As new
797, 20198095,2660,200000,house,house,None,2,115,0,0,1,None,81,3,0,To renovate
798, 20226664,2940,399000,house,house,None,5,160,0,0,1,None,None,3,0,Good
799, 20234468,1150,875000,house,house,None,3,192,0,0,1,None,85,2,0,Good
800, 20205091,1325,775000,house,villa,None,4,215,0,1,1,50,600,4,0,As new
801, 20241576,8430,225000,house,house,None,3,154,0,0,1,None,None,2,0,Good
802, 20240880,8380,294000,house,house,None,3,126,1,0,1,None,100,2,0,As new
803, 20240850,6997,310000,house,chalet,None,3,100,0,1,1,48,1600,4,0,Good
804, 20240716,8200,319000,house,house,None,3,135,0,0,1,None,95,4,0,Good
805, 20239195,2812,365000,house,house,None,4,166,0,0,1,None,None,None,0,None
806, 20241171,2860,525000,house,house,None,3,170,1,0,1,None,None,3,0,Good
807, 20237263,1170,785000,house,house,None,4,154,0,0,1,None,214,4,0,To be done up
808, 20220623,2960,249000,house,house,None,3,122,0,0,1,None,None,3,0,To renovate
809, 20217927,9820,279000,house,house,None,2,105,1,0,1,None,None,None,0,To be done up
810, 20219554,2460,299000,house,house,None,7,320,0,0,1,None,None,4,0,To renovate
811, 20217955,3800,399000,house,house,None,4,369,1,0,1,None,None,None,0,Good
812, 20216869,1357,620000,house,house,None,5,326,1,0,1,60,485,2,0,Good
813, 20216868,3320,620000,house,house,None,5,326,1,0,1,60,485,2,0,Good
814, 20215758,9031,750000,house,house,None,3,69,0,0,1,None,None,None,0,Good
815, 20216190,8870,835000,house,house,None,5,403,0,0,1,None,None,4,0,As new
816, 20145023,3210,355000,house,house,None,3,120,1,0,1,None,None,2,0,Just renovated
817, 20240242,2220,1095000,house,house,None,4,406,0,0,1,None,None,None,0,None
818, 20219928,9600,179000,house,house,None,2,120,0,0,1,None,None,2,0,To be done up
819, 20220937,8400,295000,house,house,None,2,163,0,0,1,12,None,2,0,As new
820, 20218182,8710,315000,house,house,None,4,160,0,0,1,None,None,None,0,Good
821, 20218058,9000,349000,house,house,None,3,130,0,0,1,None,None,None,0,Good
822, 20218057,9032,349000,house,house,None,3,130,0,0,1,None,None,None,0,Good
823, 20221011,8650,349500,house,house,None,3,135,1,0,1,None,None,None,0,Good
824, 20217972,9080,415000,house,house,None,3,321,0,0,1,None,150,None,0,To renovate
825, 20221198,2230,450000,house,house,None,3,160,0,0,1,15,None,4,0,Good
826, 20220844,1933,485000,house,house,None,4,192,1,0,1,18,None,2,0,Good
827, 20216209,9810,535000,house,house,None,3,356,0,0,1,None,None,4,0,Good
828, 20220648,2930,1149000,house,villa,None,4,408,1,0,1,None,None,4,0,Good
829, 20192026,6890,360000,house,villa,None,7,226,0,0,1,None,500,4,0,To be done up
830, 20232146,5630,145000,house,house,None,4,147,0,0,1,None,None,3,0,To renovate
831, 20231676,6720,185000,house,house,None,3,153,0,0,1,None,240,3,0,To renovate
832, 20231716,6200,219000,house,house,None,3,93,0,0,1,20,20,3,0,None
833, 20228938,8000,320000,house,house,None,2,73,0,0,1,None,None,None,0,Good
834, 20230760,1180,425000,house,house,None,2,87,1,0,1,12,140,3,0,To renovate
835, 20228079,9660,427900,house,house,None,3,181,0,0,1,None,None,2,0,As new
836, 20221454,2070,425000,house,house,None,3,152,1,0,1,5,37,2,0,None
837, 20225114,8800,129000,house,house,None,2,84,0,0,1,None,None,None,0,To renovate
838, 20223623,4000,133000,house,house,None,3,100,0,0,1,None,52,2,0,To be done up
839, 20224975,9220,340000,house,house,None,4,201,0,0,1,None,None,None,0,Good
840, 20224879,8500,419500,house,villa,None,3,186,0,0,1,None,None,None,0,To be done up
841, 11440824,4040,188000,house,house,None,2,142,0,0,1,13,None,3,0,To be done up
842, 20227476,5570,195000,house,house,None,3,158,0,0,1,15,220,2,0,As new
843, 20231375,9220,229000,house,house,None,4,165,0,0,1,40,130,2,0,Good
844, 20227370,5503,249000,house,villa,None,5,160,0,0,1,150,1000,4,0,Good
845, 20229982,2800,619000,house,house,None,4,149,1,0,1,20,137,3,0,None
846, 20229795,8301,745000,house,house,None,5,362,0,0,1,None,None,None,0,Good
847, 20229160,2530,1420000,house,house,None,5,617,0,0,1,None,None,3,0,As new
848, 20209147,1790,274000,house,house,None,2,110,1,0,1,30,500,4,0,To renovate
849, 20211143,9050,345000,house,house,None,2,105,1,0,1,15,100,3,0,Just renovated
850, 20209327,1950,745000,house,house,None,4,195,1,0,1,15,150,2,0,As new
851, 20210868,3930,850000,house,villa,None,4,435,0,0,1,None,None,4,0,As new
852, 20221875,5580,195000,house,house,None,5,156,1,0,1,None,None,2,0,Good
853, 20226209,1780,335000,house,house,None,2,186,0,0,1,5,20,2,0,As new
854, 20224853,8587,365000,house,house,None,3,203,0,0,1,None,None,None,0,Good
855, 20224872,9600,385000,house,mansion,None,2,230,0,0,1,None,None,None,0,Just renovated
856, 20224914,9890,399000,house,house,None,4,198,1,0,1,None,None,None,0,To be done up
857, 20224943,9850,469000,house,house,None,4,252,0,0,1,None,None,None,0,Good
858, 20207139,9700,315000,house,house,None,3,120,0,0,1,None,None,None,0,To renovate
859, 20205454,9500,319000,house,house,None,3,167,1,0,1,None,895,2,0,Good
860, 20177464,4672,329000,house,house,None,3,164,1,0,1,28,700,4,1,To be done up
861, 20233938,9800,349001,house,house,None,3,165,1,0,1,None,None,2,0,As new
862, 20233893,9800,349002,house,house,None,3,169,1,0,1,None,None,2,0,As new
863, 20233891,9800,374001,house,house,None,3,183,1,0,1,None,None,2,0,As new
864, 20233895,9800,378001,house,house,None,3,156,1,0,1,None,None,3,0,As new
865, 20239427,4420,159000,house,house,None,2,120,0,0,1,None,None,3,0,Good
866, 20236278,4000,209000,house,house,None,3,120,0,0,1,None,None,2,0,To be done up
867, 20239348,8450,399000,house,house,None,4,192,0,0,1,None,60,2,0,As new
868, 20237291,9000,520000,house,house,None,5,187,0,0,1,20,41,2,0,Good
869, 20232791,9240,499000,house,house,None,5,245,0,0,1,None,None,None,0,None
870, 20231804,8310,599000,house,villa,None,4,288,1,0,1,50,550,4,1,To be done up
871, 20232798,9050,645000,house,house,None,3,239,0,0,1,None,None,None,0,Good
872, 20233588,1090,895000,house,villa,None,5,350,0,0,1,None,300,4,0,To be done up
873, 20212242,4140,159000,house,house,None,3,96,0,0,1,7,74,3,0,Good
874, 20212734,2845,284000,house,house,None,3,107,0,0,1,12,None,4,0,None
875, 20213057,2660,299900,house,house,None,6,88,1,0,1,14,55,2,0,Good
876, 20209356,2940,315000,house,house,None,4,176,0,0,1,None,207,None,0,Good
877, 20210786,2630,335000,house,house,None,3,155,0,0,1,17,None,None,0,Good
878, 20212466,9800,415000,house,house,None,3,167,0,0,1,None,114,3,0,As new
879, 20211041,2940,549000,house,house,None,3,176,1,0,1,None,702,None,0,Good
880, 20212677,9600,555000,house,villa,None,4,550,0,0,1,None,None,4,0,To be done up
881, 20209589,1030,599000,house,apartment-block,None,5,310,1,0,1,20,135,2,0,Good
882, 20211009,1730,749000,house,house,None,5,410,0,0,1,None,None,None,0,Good
883, 20211010,9300,749000,house,house,None,5,410,0,0,1,None,None,None,0,Good
884, 20211011,9310,749000,house,house,None,5,410,0,0,1,None,None,None,0,Good
885, 20211059,9080,995000,house,villa,None,3,441,0,0,1,None,None,None,1,As new
886, 20226843,2235,675000,house,house,None,3,223,0,0,1,None,None,3,0,As new
887, 20226477,8300,5795000,house,villa,None,7,289,0,0,1,None,None,None,0,Just renovated
888, 20206492,4100,289000,house,house,None,3,164,1,0,1,20,140,3,0,As new
889, 20233840,1820,549000,house,house,None,2,168,0,0,1,24,450,4,0,To be done up
890, 20236503,4540,290000,house,house,None,3,100,0,0,1,20,100,3,0,As new
891, 20236502,4540,320000,house,house,None,3,150,0,0,1,30,100,3,0,As new
892, 20239730,7730,185000,house,house,None,2,134,0,0,1,12,130,2,0,To be done up
893, 20238318,4671,275000,house,bungalow,None,3,162,1,0,1,75,522,3,0,Good
894, 20238316,4671,275000,house,bungalow,None,3,162,1,0,1,75,522,3,0,Good
895, 20240605,8500,353050,house,house,None,3,124,0,0,1,None,None,2,0,As new
896, 20241615,1440,398500,house,house,None,3,160,0,0,1,None,None,3,0,None
897, 20241715,2950,935000,house,villa,None,3,225,0,0,1,50,None,4,1,As new
898, 20224866,8510,420000,house,house,None,4,335,0,0,1,None,None,None,0,To renovate
899, 20223883,9080,699000,house,house,None,4,297,0,0,1,22,250,3,0,As new
900, 20200802,3210,860000,house,manor-house,None,5,445,0,0,1,None,8376,4,0,To be done up
901, 20200801,3210,860000,house,villa,None,5,445,0,0,1,None,8376,4,0,To be done up
902, 20106547,9630,335000,house,house,None,3,152,0,0,1,None,None,None,0,Just renovated
903, 20238667,4540,175000,house,house,None,2,85,0,0,1,30,100,3,0,To renovate
904, 20235943,8540,219000,house,house,None,3,None,0,0,1,None,None,None,0,Good
905, 20235149,9070,395000,house,house,None,3,175,0,0,1,None,None,None,0,Good
906, 20240129,2660,595000,house,mansion,None,5,258,0,0,1,None,None,2,0,Good
907, 20233861,1640,1625000,house,villa,None,5,427,0,0,1,190,2250,4,0,To be done up
908, 20215296,4540,25000460,house,house,,4,187,1,0,1,45,1575,3,0,Good
909, 20212155,4020,155000,house,house,None,2,80,0,1,1,15,None,2,0,Good
910, 20213850,4030,289000,house,house,None,4,158,0,0,1,14,207,3,0,To be done up
911, 20215168,8501,365000,house,house,None,4,175,0,0,1,None,None,2,0,Just renovated
912, 20214432,9090,389000,house,house,None,3,175,1,0,1,None,None,None,0,Good
913, 20214595,9000,395000,house,house,None,2,146,1,0,1,None,None,None,0,Just renovated
914, 20214408,8501,500000,house,villa,None,5,400,1,0,1,None,150,None,0,To renovate
915, 20213070,2870,650000,house,villa,None,4,312,0,0,1,None,273,4,1,Good
916, 20216286,1933,695000,house,house,None,4,238,0,0,1,20,59,2,0,None
917, 20214418,2040,695000,house,house,None,7,355,1,0,1,None,3115,None,1,Good
918, 20215470,1060,875000,house,apartment-block,None,5,315,1,1,1,None,None,2,0,Good
919, 20215450,9000,1550000,house,house,None,4,621,1,0,1,73,80,3,0,To restore
920, 20229439,4540,229000,house,house,None,3,108,0,0,1,36,50,4,0,Good
921, 20227558,4400,259000,house,house,None,3,150,1,0,1,None,700,4,0,Good
922, 20227570,7880,360000,house,mansion,None,3,175,1,0,1,None,None,4,0,Just renovated
923, 20227722,3020,615000,house,villa,None,4,224,0,0,1,None,751,4,0,To renovate
924, 20238242,6120,359950,house,house,None,3,165,1,0,1,None,None,4,0,As new
925, 20238366,6120,389950,house,house,None,3,175,1,0,1,None,None,4,0,As new
926, 20219598,4820,180000,house,house,None,5,245,0,0,1,20,None,2,0,To be done up
927, 20223064,8550,195000,house,house,None,2,146,1,0,1,20,None,2,0,Good
928, 20221819,9500,174900,house,house,None,3,184,0,0,1,None,None,None,0,To renovate
929, 20223382,2850,229000,house,house,None,3,128,0,0,1,None,119,2,0,To renovate
930, 20223113,8511,269000,house,bungalow,None,3,100,1,0,1,None,None,2,0,Good
931, 20221018,3590,445000,house,house,None,3,145,1,0,1,None,None,None,0,None
